Fecha;Nivel (m.s.n.m);Caudal (m³/s);Volumen (hm³);Estimado;INDI_CHJ
13-03-2006 00:00:00;0,05671875;0,457217881944;0,039503625;0;"08A02"
14-03-2006 00:00:00;0,139095833333;;;0;"08A01"
14-03-2006 00:00:00;;;;0;"08A07"
14-03-2006 00:00:00;0,136380208333;0,0774739583333;0,00669375;0;"08A02"
15-03-2006 00:00:00;0,149170833333;;;0;"08A01"
15-03-2006 00:00:00;;;;0;"08A07"
15-03-2006 00:00:00;0,14428125;0,0119487847222;0,001032375;0;"08A02"
16-03-2006 00:00:00;0,157195833333;;;0;"08A01"
16-03-2006 00:00:00;;;;0;"08A07"
16-03-2006 00:00:00;0,151786458333;0,328370949074;0,02837125;0;"08A02"
17-03-2006 00:00:00;0,167391666667;;;0;"08A01"
17-03-2006 00:00:00;;;;0;"08A07"
17-03-2006 00:00:00;0,163223958333;0,170915798611;0,014767125;0;"08A02"
18-03-2006 00:00:00;0,177566666667;;;0;"08A01"
18-03-2006 00:00:00;;;;0;"08A07"
18-03-2006 00:00:00;0,179880208333;0,625817418981;0,054070625;0;"08A02"
19-03-2006 00:00:00;0,1965875;;;0;"08A01"
19-03-2006 00:00:00;;;;0;"08A07"
19-03-2006 00:00:00;0,241348958333;0,110548321759;0,009551375;0;"08A02"
20-03-2006 00:00:00;0,208891666667;;;0;"08A01"
20-03-2006 00:00:00;0,358161458333;-0,0184244791667;-0,001591875;0;"08A02"
20-03-2006 00:00:00;0,252446153846;0,692330769231;0,0598173784615;0;"08A07"
21-03-2006 00:00:00;0,235145833333;;;0;"08A01"
21-03-2006 00:00:00;0,223807291667;0,337456597222;0,02915625;0;"08A02"
21-03-2006 00:00:00;0,2393;0,835671111111;0,072201984;0;"08A07"
22-03-2006 00:00:00;0,254775;;;0;"08A01"
22-03-2006 00:00:00;0,282627906977;0,598296511628;0,0516928186047;0;"08A07"
22-03-2006 00:00:00;0,226473958333;3,77356770833;0,32603625;0;"08A02"
23-03-2006 00:00:00;0,233620833333;;;0;"08A01"
23-03-2006 00:00:00;0,273516666667;0,850301666667;0,073466064;0;"08A07"
23-03-2006 00:00:00;0,0517708333333;2,19622685185;0,189754;0;"08A02"
24-03-2006 00:00:00;0,244816666667;;;0;"08A01"
24-03-2006 00:00:00;0,245217391304;0,558548387097;0,0482585806452;0;"08A07"
24-03-2006 00:00:00;0,0761510416667;3,04916087963;0,2634475;0;"08A02"
25-03-2006 00:00:00;0,205241666667;;;0;"08A01"
25-03-2006 00:00:00;0,1988125;0,275042708333;0,02376369;0;"08A07"
25-03-2006 00:00:00;0,0521302083333;2,19192708333;0,1893825;0;"08A02"
26-03-2006 00:00:00;0,188345833333;;;0;"08A01"
26-03-2006 00:00:00;0,20390625;0,270339583333;0,02335734;0;"08A07"
26-03-2006 00:00:00;0,0851041666667;1,73732204861;0,150104625;0;"08A02"
27-03-2006 00:00:00;0,192704166667;;;0;"08A01"
27-03-2006 00:00:00;0,207706521739;0,189065217391;0,0163352347826;0;"08A07"
27-03-2006 00:00:00;0,091453125;1,96690248843;0,169940375;0;"08A02"
28-03-2006 00:00:00;0,214395833333;;;0;"08A01"
28-03-2006 00:00:00;0,213739583333;0,209986458333;0,01814283;0;"08A07"
28-03-2006 00:00:00;0,0367395833333;2,6886009838;0,232295125;0;"08A02"
29-03-2006 00:00:00;0,195466666667;;;0;"08A01"
29-03-2006 00:00:00;0,2101875;0,204485416667;0,01766754;0;"08A07"
29-03-2006 00:00:00;0,0111510416667;2,30177372685;0,19887325;0;"08A02"
30-03-2006 00:00:00;0,182141666667;;;0;"08A01"
30-03-2006 00:00:00;0,205416666667;0,244564583333;0,02113038;0;"08A07"
